ID;OutcomeType;AnimalType;DaysUponOutcome;Sex;Neutered;isMix;nbrofColors;hasName
A662741;4;0;0.00410958904109589;1;0;1;1;1
A682296;4;0;0.05;1;1;1;2;0
A688701;0;0;0.00821917808219178;1;1;1;2;1
A720168;3;1;0.15;1;1;1;2;1
A680658;0;1;0.00821917808219178;0;1;1;2;1
A699916;4;0;0.1;0;1;1;1;0
A700144;0;0;0.05;0;1;1;1;1
A672462;4;0;0.1;1;1;1;1;1
A687791;4;1;0.05;0;0;0;2;1
A718103;0;0;0.024657534246575342;1;1;1;1;1
A701781;0;0;0.00821917808219178;1;1;1;1;0
A711349;0;0;0.00821917808219178;1;1;1;1;1
A712850;0;1;0.00821917808219178;0;1;1;2;1
A681201;0;1;0.00821917808219178;1;1;0;2;0
A701666;4;1;0.2;1;0;0;2;1
A703612;0;0;0.00410958904109589;0;1;1;1;0
A652259;4;1;0.05;1;1;0;2;1
A686008;0;1;0.05;1;1;1;2;1
A693663;0;1;0.1;0;1;1;2;0
A665428;4;0;0.05;1;0;1;1;0
A701038;0;0;0.00821917808219178;0;1;1;1;1
A700745;4;0;0.0028767123287671234;0;0;1;1;0
A685207;4;0;0.012328767123287671;1;0;1;2;0
A716317;3;1;0.35;0;1;1;1;1
A712669;4;0;0.15;1;0;1;1;0
A720644;4;0;0.1;0;0;1;1;1
A693532;0;1;0.00410958904109589;0;1;1;2;0
A697168;4;1;0.25;1;1;1;2;0
A676892;0;1;0.0410958904109589;1;1;0;1;1
A681269;4;1;0.00821917808219178;1;0;1;1;1
A678662;4;0;0.0019178082191780822;1;0;1;2;0
A669474;3;1;0.25;1;1;1;2;1
A705479;0;1;0.00821917808219178;0;1;1;2;1
A673387;0;0;0.02054794520547945;1;1;1;2;1
A668471;4;0;0.05;1;1;1;1;1
A676686;0;1;0.1;1;1;0;1;1
A701651;0;1;0.00821917808219178;1;1;0;1;1
A695787;3;1;0.15;1;1;1;1;1
A713149;0;1;0.05;0;1;1;2;1
A703316;3;1;0.1;0;1;1;1;1
A698676;4;1;0.2;0;1;1;2;0
A702952;0;1;0.00821917808219178;1;1;1;1;0
A668526;0;1;0.00821917808219178;1;1;1;2;1
A668509;0;1;0.05;1;1;0;2;1
A702208;4;0;0.0019178082191780822;2;2;1;1;0
A683192;4;1;0.00821917808219178;0;0;1;1;1
A702316;0;1;0.3;1;1;0;2;1
A684215;4;0;0.004794520547945206;0;0;0;2;0
A715195;3;0;0.03287671232876712;1;1;1;1;1
A680400;4;0;0.00410958904109589;1;0;1;2;1
A716703;4;0;0.01643835616438356;0;0;1;2;0
A665084;4;0;0.028767123287671233;0;0;1;1;0
A682641;0;0;0.00821917808219178;0;1;1;2;1
A716811;3;1;0.15;1;1;1;1;1
A692255;3;0;0.1;1;1;1;2;1
A702420;0;0;0.00821917808219178;1;1;1;2;1
A692963;4;1;0.00821917808219178;0;0;1;2;0
A689374;0;0;0.00821917808219178;1;1;1;2;1
A698370;4;0;0.05;1;1;1;2;0
A680319;4;0;0.1;1;0;1;2;0
A700447;4;1;0.1;1;1;0;2;1
A696127;3;1;0.1;1;1;1;1;1
A702466;0;1;0.012328767123287671;1;1;0;1;1
A683721;4;0;0.0019178082191780822;0;0;1;1;0
A708175;0;0;0.00410958904109589;0;1;1;2;1
A713434;4;0;0.012328767123287671;1;1;1;1;1
A669132;3;1;0.036986301369863014;1;0;1;2;1
A680656;4;0;0.0019178082191780822;0;0;1;2;0
A719429;4;0;0.3;1;1;1;1;1
A685070;4;1;0.6;0;1;1;2;0
A717450;4;0;0.036986301369863014;0;1;1;1;1
A662781;4;0;0.01643835616438356;1;1;1;1;1
A680041;2;1;0.6;0;0;1;2;0
A694711;0;1;0.03287671232876712;1;1;0;2;1
A692336;0;1;0.05;0;1;1;2;1
A704729;2;0;0.0019178082191780822;2;2;1;2;0
A669925;2;0;0.1;1;1;1;1;1
A688973;0;1;0.05;1;1;1;1;1
A690456;2;1;0.2;0;0;1;2;1
A689862;0;1;0.05;1;1;1;1;1
A680820;0;0;0.00821917808219178;1;1;1;1;0
A427866;2;1;0.4;1;1;1;2;1
A677703;4;0;0.0009589041095890411;1;0;1;1;0
A679739;0;1;0.0410958904109589;0;1;0;2;1
A679217;4;0;0.012328767123287671;0;0;1;2;0
A714491;3;1;0.5;0;1;1;1;1
A673258;0;1;0.01643835616438356;0;1;1;2;1
A675901;4;1;0.15;1;1;1;1;1
A698858;2;1;0.15;0;1;0;2;1
A689185;0;1;0.00410958904109589;0;1;1;1;1
A601869;3;0;0.1;1;1;1;1;1
A710275;0;1;0.00821917808219178;1;1;0;1;1
A708214;0;1;0.05;0;1;0;2;1
A691326;4;1;0.012328767123287671;1;1;1;1;1
A662912;4;0;0.00821917808219178;1;1;1;1;1
A667415;3;1;0.25;0;1;0;1;1
A661418;0;1;0.1;0;1;1;2;1
A696296;0;1;0.1;1;1;1;2;1
A691908;0;0;0.00821917808219178;0;1;1;1;1
A694847;4;1;0.0019178082191780822;0;0;1;2;0
A691752;4;0;0.0028767123287671234;0;0;1;1;0
A709798;4;1;0.00410958904109589;1;0;1;1;0
A645676;3;1;0.15;1;1;1;1;1
A674171;4;0;0.03287671232876712;0;1;1;1;1
A681873;4;0;0.05;0;0;1;1;0
A685066;0;0;0.00821917808219178;0;1;1;2;0
A714055;0;0;0.05;1;1;1;2;1
A680765;3;1;0.5;1;1;1;1;1
A718329;4;1;0.05;1;0;1;2;1
A696606;0;1;0.1;1;1;1;2;1
A707021;4;0;0.0006849315068493151;2;2;1;2;0
A671338;4;1;0.1;1;1;0;2;1
A687852;3;0;0.024657534246575342;1;1;1;1;1
A716347;4;0;0.0019178082191780822;1;0;1;1;0
A670515;3;0;0.1;1;1;1;2;1
A694894;3;1;0.0019178082191780822;1;0;1;2;0
A711461;0;1;0.35;0;1;1;2;1
A697203;4;0;0.05;1;0;1;1;1
A716057;4;0;0.0028767123287671234;0;0;1;1;0
A663595;0;0;0.012328767123287671;0;0;1;1;1
A673985;3;1;0.3;1;1;1;2;1
A690791;4;0;0.0038356164383561643;0;0;1;1;1
A668947;4;1;0.1;0;0;1;2;0
A711831;4;1;0.00410958904109589;1;0;1;1;1
A669368;0;1;0.012328767123287671;1;1;1;2;0
A685597;0;1;0.00821917808219178;1;1;1;1;0
A687175;0;1;0.2;0;1;0;2;1
A698538;0;1;0.05;1;1;0;1;1
A678483;4;1;0.15;0;1;1;1;0
A688053;4;0;0.01643835616438356;0;0;1;1;0
A690130;0;1;0.1;1;1;1;2;1
A708639;3;1;0.6;1;1;0;1;1
A681507;3;1;0.25;1;1;0;2;1
A667657;0;1;0.35;1;1;1;2;1
A678403;4;0;0.0019178082191780822;0;0;1;1;0
A675013;0;1;0.00821917808219178;0;1;1;1;1
A711893;4;1;0.02054794520547945;0;1;1;1;1
A706944;0;0;0.1;1;1;1;1;1
A705457;3;0;0.01643835616438356;0;1;1;1;0
A684130;3;1;0.2;1;1;1;2;1
A666259;0;1;0.55;0;1;1;2;1
A719925;0;1;0.05;0;1;1;1;1
A680770;4;1;0.000273972602739726;2;2;1;1;0
A694963;3;1;0.15;0;1;1;2;1
A659844;0;0;0.012328767123287671;1;1;1;1;1
A690798;2;1;0.00410958904109589;1;0;1;2;1
A702966;4;0;0.0028767123287671234;1;0;1;1;1
A718936;0;0;0.024657534246575342;0;1;1;1;1
A694678;4;0;0.05;2;2;1;2;0
A683452;4;0;0.00410958904109589;0;0;1;1;1
A677083;0;0;0.00821917808219178;1;1;0;1;1
A697028;4;1;0.05;1;1;1;2;1
A688284;3;1;0.15;1;1;1;2;1
A712994;3;1;0.05;0;1;0;2;1
A691105;4;1;0.0410958904109589;1;1;1;2;1
A713622;2;1;0.1;0;1;1;2;1
A614817;3;1;0.45;0;1;0;2;1
A662918;0;1;0.028767123287671233;1;1;1;1;1
A699014;2;0;0.0;2;2;1;1;0
A703288;3;1;0.036986301369863014;1;1;1;1;1
A665566;4;1;0.05;1;1;1;1;0
A649271;0;1;0.15;1;1;1;2;1
A682865;3;1;0.05;1;1;1;2;1
A679489;0;1;0.05;1;1;1;2;1
A684596;0;0;0.15;0;1;1;1;1
A664559;0;1;0.05;1;0;0;2;1
A678272;0;0;0.00821917808219178;1;1;1;1;0
A672193;2;0;0.01643835616438356;1;1;1;1;1
A669930;0;1;0.1;1;1;1;2;1
A666166;2;1;0.1;1;0;1;1;1
A684644;4;0;0.05;2;2;1;1;0
A692955;0;0;0.00821917808219178;0;1;1;2;1
A679264;4;0;0.0028767123287671234;0;0;1;1;0
A705774;4;0;0.05;0;0;1;2;0
A699549;2;1;0.15;1;0;0;2;0
A711400;3;1;0.05;0;1;1;2;1
A704681;3;1;0.1;1;1;1;2;1
A667558;4;1;0.35;0;1;1;1;1
A686907;4;0;0.000136986301369863;1;0;1;1;0
A708884;4;0;0.0028767123287671234;2;2;1;2;0
A681226;3;1;0.15;1;1;1;2;1
A713852;0;0;0.00821917808219178;0;0;1;2;1
A704178;0;1;0.00821917808219178;0;1;0;2;1
A307592;0;0;0.6;1;1;1;2;1
A664078;0;1;0.0410958904109589;1;1;1;2;1
A679840;0;1;0.00821917808219178;0;1;0;2;0
A526237;3;1;0.3;0;1;0;2;1
A682283;0;0;0.00821917808219178;0;1;1;1;1
A667607;4;0;0.1;1;0;1;2;0
A704756;4;1;0.03287671232876712;0;1;1;1;1
A677620;0;1;0.00410958904109589;1;1;1;2;1
A691573;4;1;0.05;0;1;1;2;1
A673655;0;1;0.1;1;1;0;2;1
A704929;0;0;0.00821917808219178;0;1;1;1;1
A687417;0;1;0.024657534246575342;1;1;0;2;1
A667332;4;0;0.1;2;2;1;1;0
A702501;3;1;0.1;0;1;0;2;1
A677447;0;1;0.15;1;1;0;1;1
A676159;4;1;0.05;0;0;0;1;1
A716175;0;1;0.1;0;1;1;2;0
A679198;4;1;0.15;0;0;1;1;1
A687057;4;0;0.02054794520547945;0;0;1;1;0
A453933;3;1;0.55;1;1;1;1;1
A710002;4;0;0.0028767123287671234;0;0;1;1;0
A701810;4;0;0.0019178082191780822;2;2;1;1;0
A682460;0;1;0.1;0;1;0;1;1
A674337;4;0;0.1;0;1;1;1;1
A694157;0;0;0.00821917808219178;1;1;1;2;1
A688106;0;0;0.00821917808219178;0;1;0;1;0
A694655;3;1;0.1;1;1;1;2;1
A680916;0;1;0.15;0;1;1;1;1
A718052;3;1;0.02054794520547945;1;1;1;2;1
A689085;4;1;0.05;1;1;0;2;1
A669931;0;1;0.3;1;1;1;2;1
A717515;3;1;0.1;0;1;0;2;1
A662264;0;1;0.1;1;1;1;2;1
A677256;3;1;0.15;1;1;1;1;1
A704401;4;0;0.00821917808219178;0;1;1;1;1
A686526;4;0;0.000547945205479452;1;0;1;1;0
A713180;4;0;0.05;1;1;1;2;1
A693966;3;1;0.0019178082191780822;0;0;1;2;0
A669910;4;1;0.00410958904109589;1;0;1;2;0
A712788;0;0;0.00821917808219178;1;1;1;1;1
A714686;4;1;0.15;0;1;1;1;1
A708596;0;1;0.1;0;1;1;2;1
A700491;4;0;0.75;1;1;1;2;0
A683295;0;0;0.00821917808219178;0;1;1;1;1
A687075;0;0;0.00821917808219178;1;1;1;1;1
A695991;0;1;0.05;0;1;1;1;0
A676868;0;0;0.00821917808219178;0;1;1;1;1
A719227;4;1;0.012328767123287671;1;0;1;2;0
A666586;4;0;0.05;2;2;1;1;0
A692265;4;0;0.0038356164383561643;0;0;1;1;0
A680321;4;1;0.05;1;1;1;2;0
A708092;2;0;0.05;0;0;1;1;0
A674949;4;1;0.012328767123287671;0;1;1;2;1
A712357;4;0;0.02054794520547945;0;0;1;1;0
A696995;4;1;0.6;1;1;1;1;1
A681039;4;0;0.0019178082191780822;2;2;1;1;0
A697186;4;0;0.05;1;0;1;2;0
A631184;3;1;0.4;1;1;1;2;1
A688678;0;1;0.1;0;1;1;2;1
A679237;4;1;0.01643835616438356;1;0;1;2;0
A690565;4;0;0.0028767123287671234;1;0;1;2;0
A681821;4;0;0.05;0;0;1;2;1
A711484;4;0;0.1;0;0;1;1;0
A685408;0;1;0.05;1;1;1;2;1
A664729;4;1;0.25;1;1;1;2;0
A670653;0;0;0.0410958904109589;0;1;1;2;0
A712999;3;1;0.3;1;1;1;2;1
A662603;2;1;0.1;1;1;1;1;1
A692505;4;0;0.35;0;1;1;2;1
A689063;4;1;0.00410958904109589;0;0;0;2;0
A710186;0;1;0.15;0;1;1;2;1
A704953;3;1;0.2;0;1;1;2;1
A696174;0;0;0.05;1;1;0;1;1
A666615;0;1;0.3;1;1;1;2;1
A699706;4;1;0.2;1;1;1;2;1
A671603;0;1;0.15;1;1;1;2;1
A691066;4;1;0.1;0;1;1;2;1
A683706;0;0;0.00821917808219178;0;1;1;2;1
A669767;4;1;0.00821917808219178;1;0;1;2;0
A699046;3;1;0.1;0;1;1;1;1
A688773;4;1;0.25;1;1;1;2;1
A700016;4;1;0.1;1;0;1;2;1
A691601;0;0;0.00821917808219178;0;1;1;1;1
A689680;0;1;0.1;0;1;1;2;1
A665004;3;1;0.45;1;1;1;2;1
A707420;4;1;0.15;0;1;1;1;1
A664285;1;0;0.000136986301369863;1;0;1;1;0
A620613;0;1;0.25;1;1;1;2;1
A706864;0;1;0.1;0;1;1;2;1
A706453;2;1;0.35;1;0;1;1;0
A665446;4;0;0.1;1;1;1;2;1
A682078;1;0;0.05;2;2;1;2;0
A661386;0;1;0.05;0;1;0;1;1
A695418;4;0;0.01643835616438356;1;0;1;1;0
A685438;0;1;0.15;0;1;1;2;1
A683023;4;0;0.1;2;2;1;2;0
A668255;3;1;0.1;1;1;1;2;1
A687148;0;0;0.00821917808219178;1;1;1;1;1
A693244;3;1;0.15;1;1;1;2;1
A685751;0;1;0.01643835616438356;0;1;1;1;1
A689537;0;1;0.0410958904109589;0;1;1;2;1
A705445;0;1;0.1;1;1;1;1;1
A678213;0;0;0.00821917808219178;0;1;1;2;1
A701646;4;0;0.012328767123287671;1;0;1;2;0
A698319;0;1;0.2;0;1;1;2;1
A695506;4;0;0.1;1;1;1;1;1
A711837;4;1;0.00410958904109589;1;0;1;1;1
A687118;3;1;0.3;0;1;1;1;1
A681436;0;0;0.012328767123287671;1;1;1;1;1
A698699;0;0;0.00821917808219178;0;1;1;2;1
A701734;0;1;0.1;0;1;1;2;1
A668553;0;0;0.05;0;1;1;1;1
A701456;0;0;0.00821917808219178;1;1;1;2;1
A694986;4;1;0.3;1;1;1;2;1
A698457;4;1;0.00821917808219178;1;0;0;1;1
A676928;0;0;0.00821917808219178;0;1;1;1;1
A719533;0;1;0.05;1;1;1;1;1
A630671;0;1;0.15;1;1;1;2;1
A715302;2;0;0.05;1;0;1;1;0
A694714;0;1;0.15;1;1;0;2;1
A678688;0;1;0.4;0;1;1;1;1
A679728;4;0;0.15;0;1;1;1;1
A677193;0;1;0.1;1;1;1;1;1
A673113;0;1;0.25;0;1;0;1;1
A683746;4;0;0.0009589041095890411;2;2;1;1;0
A670421;4;1;0.1;0;0;0;2;1
A675645;4;0;0.1;1;0;1;2;1
A709255;0;1;0.012328767123287671;0;1;1;2;1
A675770;3;1;0.5;1;1;1;2;1
A714514;4;0;0.1;1;1;1;2;1
A676104;3;1;0.05;1;0;1;1;1
A697170;0;1;0.1;0;1;1;2;1
A692633;0;1;0.024657534246575342;1;1;1;2;1
A695492;4;0;0.4;1;1;1;2;1
A704700;2;0;0.1;1;1;1;1;1
A675352;2;1;0.3;0;0;1;1;0
A485674;0;1;0.45;1;1;0;1;1
A672113;0;0;0.012328767123287671;1;1;1;1;1
A708243;0;1;0.15;1;1;1;2;1
A667518;3;0;0.1;0;1;1;1;1
A700543;0;1;0.05;1;1;1;2;1
A692356;4;0;0.01643835616438356;1;0;1;1;0
A704978;4;0;0.0038356164383561643;0;0;1;1;0
A695551;2;1;0.01643835616438356;1;0;1;2;1
A704320;4;0;0.0028767123287671234;1;0;1;2;0
A706169;3;1;0.3;1;1;1;1;1
A685976;0;1;0.2;1;1;0;1;1
A711412;4;0;0.0019178082191780822;0;0;1;2;0
A700696;0;0;0.00410958904109589;0;1;1;2;1
A697842;0;0;0.00821917808219178;0;1;1;1;0
A689624;2;1;0.15;1;1;1;2;1
A680268;3;1;0.45;1;1;1;2;1
A718364;0;1;0.1;0;1;1;1;1
A669046;3;1;0.05;0;1;1;2;1
A682115;4;1;0.00821917808219178;0;0;1;2;1
A695664;3;1;0.05;1;1;1;1;1
A708738;0;0;0.05;0;1;1;1;1
A669842;4;1;0.1;1;0;0;2;1
A674941;4;0;0.000136986301369863;0;0;1;1;0
A681247;0;0;0.00821917808219178;0;1;1;1;1
A704946;4;0;0.1;1;0;1;1;0
A713768;0;1;0.15;1;1;1;1;1
A705987;3;1;0.05;1;1;1;2;1
A681461;3;1;0.5;0;0;1;1;1
A708131;0;1;0.024657534246575342;1;1;1;1;1
A712590;1;0;0.00410958904109589;1;0;1;1;1
A675334;0;0;0.05;0;1;1;2;1
A666654;0;1;0.15;0;1;1;2;1
A504813;3;1;0.45;0;1;0;2;1
A718600;3;1;0.15;0;0;1;1;1
A680441;0;1;0.00821917808219178;0;1;1;2;0
A664507;4;1;0.0410958904109589;0;0;0;2;0
A705637;4;1;0.024657534246575342;2;2;1;1;1
A652796;0;1;0.15;1;1;0;2;1
A678068;4;1;0.1;1;1;1;1;0
A716947;0;1;0.05;0;1;0;1;1
A716004;4;1;0.045205479452054796;1;1;0;2;1
A706424;4;0;0.0019178082191780822;2;2;1;2;0
A517675;0;1;0.55;0;1;0;2;1
A700435;0;1;0.00821917808219178;1;1;1;1;0
A691121;4;1;0.05;0;1;0;2;1
A701201;4;1;0.05;1;1;0;2;1
A693745;0;1;0.024657534246575342;0;1;1;1;1
A679067;0;0;0.012328767123287671;0;1;1;1;1
A707255;2;1;0.65;0;1;1;1;1
A692263;4;0;0.1;1;0;1;1;0
A708955;0;1;0.01643835616438356;1;1;1;2;0
A706170;3;1;0.1;1;0;1;2;1
A706464;0;1;0.05;0;1;1;2;1
A717613;4;0;0.05;0;1;1;1;0
A707772;3;1;0.05;0;0;1;1;1
A687309;4;1;0.01643835616438356;1;1;1;1;0
A685901;4;0;0.01643835616438356;0;0;1;1;0
A459845;3;0;0.35;0;1;0;2;1
A676581;3;1;0.45;0;1;1;1;1
A712659;0;1;0.1;0;1;1;2;1
A674617;4;1;0.012328767123287671;1;1;0;2;1
A382251;3;1;0.5;0;1;1;2;1
A711043;4;0;0.15;0;1;1;1;1
A668869;3;0;0.05;1;1;1;1;1
A679667;4;1;0.00410958904109589;1;1;1;2;0
A675517;0;0;0.00410958904109589;0;0;1;2;1
A682789;0;1;0.1;0;1;1;2;1
A709554;0;1;0.1;1;1;1;2;1
A679578;0;1;0.1;1;1;1;2;1
A711151;4;0;0.02054794520547945;0;1;1;1;1
A694396;4;1;0.028767123287671233;1;1;0;2;1
A676216;0;1;0.00821917808219178;1;1;1;1;0
A671590;0;1;0.03287671232876712;1;1;1;2;1
A630325;0;1;0.25;0;1;1;2;1
A665215;3;1;0.024657534246575342;0;0;1;1;1
A718390;4;0;0.05;0;1;1;1;0
A693970;3;1;0.0019178082191780822;0;0;1;2;0
A668336;4;1;0.00410958904109589;0;0;1;2;0
A668173;4;1;0.05;0;1;0;2;1
A688060;0;1;0.2;1;1;1;2;0
A687774;0;0;0.05;0;1;1;1;1
A669068;0;1;0.012328767123287671;0;1;1;1;1
A709365;0;0;0.00821917808219178;1;1;1;1;1
A685769;4;1;0.012328767123287671;0;0;1;2;1
A690202;3;1;0.3;0;1;1;2;1
A699719;3;1;0.02054794520547945;1;1;1;1;1
A675032;0;1;0.00821917808219178;0;1;1;2;1
A666080;3;1;0.4;0;1;1;1;1
A702272;0;1;0.05;0;1;1;2;1
A721108;3;1;0.05;1;1;0;2;1
A707454;0;0;0.012328767123287671;1;1;1;2;1
A701418;0;1;0.1;0;1;1;2;1
A700458;4;0;0.0019178082191780822;0;0;1;1;0
A675903;0;1;0.05;0;1;1;2;1
A708711;4;0;0.0019178082191780822;0;0;1;1;0
A709916;0;0;0.028767123287671233;1;1;0;1;1
A669870;0;1;0.00821917808219178;0;1;1;1;0
A686215;4;0;0.00821917808219178;0;1;1;2;1
A709864;4;1;0.05;0;1;1;1;1
A670495;0;1;0.1;1;1;0;2;1
A670407;0;1;0.15;1;1;1;2;1
A687582;0;1;0.03287671232876712;0;1;1;1;1
A680895;3;1;0.25;1;1;1;2;1
A686530;0;1;0.05;1;1;0;2;1
A668056;4;1;0.05;1;1;0;2;0
A663802;0;1;0.05;1;1;0;2;1
A699917;0;1;0.00821917808219178;0;1;1;2;0
A668214;0;1;0.05;1;1;1;2;1
A686887;0;0;0.012328767123287671;0;1;1;2;0
A682595;3;1;0.35;0;1;1;1;1
A719421;4;0;0.05;0;1;1;1;1
A706131;0;1;0.1;1;1;1;2;1
A515661;3;1;0.45;0;1;1;2;1
A706377;4;1;0.25;0;1;1;2;1
A704741;0;1;0.05;0;1;1;2;1
A709628;4;0;0.05;2;2;1;2;0
A677170;3;1;0.1;1;1;0;2;1
A714566;0;1;0.05;0;1;0;1;1
A672897;4;1;0.01643835616438356;0;0;1;2;0
A676925;0;1;0.00821917808219178;0;1;1;1;1
A704774;0;0;0.012328767123287671;1;1;1;1;1
A663863;0;1;0.05;0;1;1;2;1
A674109;0;1;0.012328767123287671;0;1;1;2;1
A705215;4;0;0.0028767123287671234;2;2;1;2;0
A668721;4;1;0.4;1;0;1;2;1
A667576;4;0;0.00821917808219178;0;0;1;1;1
A704444;4;1;0.0038356164383561643;1;0;1;1;0
A703477;2;0;0.00410958904109589;1;0;1;2;0
A719767;0;1;0.05;0;1;0;2;1
A704318;4;0;0.0028767123287671234;1;0;1;1;0
A675164;3;1;0.4;1;1;1;1;1
A716706;4;1;0.00821917808219178;1;0;1;2;0
A677766;0;1;0.05;1;1;1;2;1
A708011;4;0;0.00041095890410958907;1;0;1;1;1
A666685;3;1;0.012328767123287671;1;0;1;2;0
A614684;0;0;0.5;0;1;1;1;1
A669485;2;1;0.1;1;0;0;2;1
A713851;0;0;0.00821917808219178;1;1;1;2;1
A699092;2;0;0.25;1;1;1;2;0
A667337;4;0;0.00821917808219178;0;1;1;2;1
A678356;4;1;0.00821917808219178;0;0;1;2;0
A694452;4;0;0.0028767123287671234;0;0;1;1;0
A714668;3;1;0.5;0;1;1;1;1
A714218;0;0;0.00821917808219178;0;1;1;1;1
A685008;0;1;0.02054794520547945;1;1;0;2;0
A706580;0;1;0.2;0;1;0;2;1
A698387;0;1;0.05;0;1;1;1;0
A666443;4;1;0.1;0;1;1;2;1
A695770;0;0;0.00821917808219178;0;1;1;1;1
A678746;4;1;0.1;1;0;1;2;0
A667230;0;1;0.00821917808219178;1;1;1;2;1
A704799;4;0;0.0028767123287671234;0;0;1;1;0
A712059;2;1;0.15;1;1;1;2;1
A707827;0;0;0.00821917808219178;1;1;1;1;0
A683772;0;0;0.00410958904109589;0;1;1;1;1
A700334;0;1;0.05;1;1;0;2;1
A392615;3;1;0.5;1;1;0;2;1
A675885;0;1;0.00821917808219178;0;1;1;2;1
A515112;3;1;0.4;1;1;0;1;1
A713283;0;1;0.1;0;1;0;1;1
A710703;4;1;0.05;0;1;1;1;1
A683742;4;0;0.0009589041095890411;2;2;1;1;0
A696532;0;1;0.03287671232876712;1;1;0;2;1
A718467;3;1;0.15;1;1;1;2;1
A673384;3;1;0.6;1;1;1;1;1
A705076;4;0;0.15;0;0;1;1;1
A719987;4;0;0.1;1;0;1;2;1
A695639;3;1;0.1;0;1;1;1;1
A701961;0;1;0.00821917808219178;0;1;1;2;0
A665065;4;0;0.0009589041095890411;2;2;1;1;0
A705937;0;1;0.00410958904109589;1;1;1;1;0
A669102;0;1;0.2;1;1;1;2;1
A716167;0;0;0.00821917808219178;0;1;1;1;1
A698635;2;0;0.024657534246575342;0;0;1;1;0
A702268;4;0;0.05;2;2;1;1;0
A713829;0;0;0.012328767123287671;1;0;1;1;1
A703246;0;0;0.00821917808219178;0;0;1;1;1
A695939;3;1;0.036986301369863014;0;1;1;1;1
A666357;4;0;0.15;1;1;1;1;1
A708432;4;0;0.00410958904109589;0;0;1;1;1
A688995;4;0;0.02054794520547945;0;0;1;1;0
A681284;4;1;0.012328767123287671;0;1;0;2;1
A683882;0;1;0.35;1;1;1;2;1
A696928;4;0;0.1;1;1;1;1;1
A716083;3;1;0.036986301369863014;1;0;0;2;1
A712368;0;0;0.00821917808219178;1;1;1;2;0
A673590;3;1;0.05;0;1;0;1;1
A687720;0;1;0.02054794520547945;0;1;0;2;1
A520040;3;1;0.3;0;1;0;2;1
A692621;4;1;0.00410958904109589;1;0;0;2;1
A687614;0;1;0.15;0;1;1;1;1
A691430;4;0;0.01643835616438356;1;0;1;1;0
A500361;0;1;0.45;0;1;1;2;1
A664848;0;1;0.3;0;1;1;2;1
A715309;0;1;0.1;0;1;1;1;1
A688101;4;0;0.0019178082191780822;2;2;1;1;0
A674665;3;0;0.15;1;1;1;1;1
A684374;4;1;0.01643835616438356;0;0;1;2;1
A669133;2;1;0.2;1;1;1;2;1
A671230;0;1;0.00821917808219178;0;1;0;2;0
A685270;4;1;0.00410958904109589;0;0;1;1;0
A665438;0;1;0.1;0;1;0;2;1
A688551;0;0;0.01643835616438356;1;0;1;2;1
A719336;0;1;0.05;1;1;1;1;1
A707441;4;1;0.05;0;1;0;1;0
A688736;4;0;0.024657534246575342;0;1;1;1;1
A683127;4;0;0.012328767123287671;0;0;1;2;0
A675604;3;1;0.1;1;1;0;1;1
A676912;2;0;0.05;0;0;1;1;0
A713266;4;0;0.25;0;1;1;1;1
A688687;4;0;0.012328767123287671;0;0;1;1;0
A689135;0;0;0.00821917808219178;0;1;1;1;0
A715100;0;1;0.05;1;0;0;2;1
A700506;4;1;0.3;0;1;1;2;1
A711280;4;1;0.00410958904109589;0;0;1;2;0
A669458;0;1;0.00821917808219178;0;0;1;2;1
A711316;0;0;0.1;0;1;1;1;1
A682722;3;1;0.05;0;1;1;2;1
A683098;4;0;0.5;1;1;1;2;1
A683254;4;0;0.0028767123287671234;1;0;1;1;0
A626847;0;1;0.1;0;1;1;2;1
A668695;4;1;0.15;0;1;1;2;1
A715460;4;0;0.05;1;1;1;2;1
A687951;4;1;0.5;0;1;1;1;1
A685739;0;1;0.05;0;1;1;2;1
A695279;4;1;0.05;0;1;0;2;1
A711482;0;0;0.01643835616438356;1;1;1;1;1
A646538;0;1;0.1;0;1;1;2;1
A430671;2;1;0.4;0;1;0;2;0
A669045;4;1;0.028767123287671233;0;0;1;2;1
A699268;0;1;0.2;0;1;1;2;1
A712592;4;0;0.000273972602739726;1;0;1;1;0
A678320;0;1;0.05;0;1;0;2;1
A705469;4;0;0.0028767123287671234;2;2;1;1;0
A691774;0;0;0.6;0;1;1;1;1
A709676;0;1;0.05;1;1;1;2;1
A686155;0;1;0.024657534246575342;1;1;1;2;1
A676714;0;1;0.05;0;1;1;1;1
A693292;0;1;0.00821917808219178;0;1;1;2;0
A719261;4;1;0.00821917808219178;0;0;1;1;0
A720352;3;1;0.3;0;1;1;2;1
A670551;3;1;0.036986301369863014;1;1;1;1;1
A609629;3;1;0.55;1;0;1;1;1
A717496;0;1;0.15;1;1;1;2;1
A716259;0;1;0.02054794520547945;0;1;1;2;1
A682428;4;0;0.00821917808219178;0;1;1;1;0
A694061;3;0;0.05;1;1;1;2;1
A694681;0;0;0.00821917808219178;0;1;1;2;1
A687769;0;0;0.00821917808219178;0;1;1;1;1
A671150;0;1;0.05;1;1;1;2;0
A593205;0;1;0.3;1;1;1;1;1
A692533;4;1;0.05;0;1;1;2;1
A677625;0;0;0.00821917808219178;1;1;1;1;1
A668896;3;0;0.05;0;1;1;2;1
A670319;3;1;0.15;1;1;1;2;1
